dataset,method,RecurrentGCN,mrate,mtype,lags,nof_filters,inter_method,epoch,mse
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.2877697841726618,block,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.8,rand,4,,linear,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,cubic,,1.4274942874908447
chickenpox,GNAR,GConvGRU,0.9,rand,4,,linear,,1.4274942874908447
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.4,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.5,rand,4,,cubic,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,linear,,1.3026788234710691
pedalme,GNAR,GConvGRU,0.3,rand,4,,cubic,,1.3026788234710691
